
 Association for Target, Query With Target ID: ENSG00000197386 

Target ID: ENSG00000197386 	 Disease ID: EFO_0009386 	 Association_score Overall: 1.0
Target ID: ENSG00000197386 	 Disease ID: Orphanet_309819 	 Association_score Overall: 0.3056884221686823
Target ID: ENSG00000197386 	 Disease ID: MONDO_0020010 	 Association_score Overall: 0.30549185435248166
Target ID: ENSG00000197386 	 Disease ID: EFO_1001456 	 Association_score Overall: 0.30549185435248166
Target ID: ENSG00000197386 	 Disease ID: Orphanet_65683 	 Association_score Overall: 0.30548441043083896
Target ID: ENSG00000197386 	 Disease ID: Orphanet_2828 	 Association_score Overall: 0.30548441043083896
Target ID: ENSG00000197386 	 Disease ID: Orphanet_268950 	 Association_score Overall: 0.30548441043083896
Target ID: ENSG00000197386 	 Disease ID: Orphanet_178469 	 Association_score Overall: 0.30548441043083896
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98543 	 Association_score Overall: 0.3053219585034014
Target ID: ENSG00000197386 	 Disease ID: Orphanet_86814 	 Association_score Overall: 0.30515146400226756
Target ID: ENSG00000197386 	 Disease ID: Orphanet_306750 	 Association_score Overall: 0.30515146400226756
Target ID: ENSG00000197386 	 Disease ID: Orphanet_364526 	 Association_score Overall: 0.30502967191043084
Target ID: ENSG00000197386 	 Disease ID: Orphanet_199642 	 Association_score Overall: 0.30491338718820865
Target ID: ENSG00000197386 	 Disease ID: Orphanet_1949 	 Association_score Overall: 0.3047651884920635
Target ID: ENSG00000197386 	 Disease ID: EFO_0000319 	 Association_score Overall: 0.3046351764853493
Target ID: ENSG00000197386 	 Disease ID: MONDO_0003569 	 Association_score Overall: 0.3045668022990678
Target ID: ENSG00000197386 	 Disease ID: Orphanet_404571 	 Association_score Overall: 0.3040743899155958
Target ID: ENSG00000197386 	 Disease ID: Orphanet_404568 	 Association_score Overall: 0.3040743899155958
Target ID: ENSG00000197386 	 Disease ID: MONDO_0018235 	 Association_score Overall: 0.3040743899155958
Target ID: ENSG00000197386 	 Disease ID: MONDO_0018234 	 Association_score Overall: 0.3040743899155958
Target ID: ENSG00000197386 	 Disease ID: MONDO_0000651 	 Association_score Overall: 0.3040341695054215
Target ID: ENSG00000197386 	 Disease ID: Orphanet_35696 	 Association_score Overall: 0.3040030780612245
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98261 	 Association_score Overall: 0.30392464056122453
Target ID: ENSG00000197386 	 Disease ID: MONDO_0100036 	 Association_score Overall: 0.30392464056122453
Target ID: ENSG00000197386 	 Disease ID: MONDO_0003441 	 Association_score Overall: 0.3038653666666667
Target ID: ENSG00000197386 	 Disease ID: Orphanet_391799 	 Association_score Overall: 0.3035764777777778
Target ID: ENSG00000197386 	 Disease ID: MONDO_0100022 	 Association_score Overall: 0.3034782606638952
Target ID: ENSG00000197386 	 Disease ID: Orphanet_238583 	 Association_score Overall: 0.3034148419217687
Target ID: ENSG00000197386 	 Disease ID: Orphanet_158266 	 Association_score Overall: 0.30328482896178366
Target ID: ENSG00000197386 	 Disease ID: Orphanet_294959 	 Association_score Overall: 0.3022416774155958
Target ID: ENSG00000197386 	 Disease ID: Orphanet_183576 	 Association_score Overall: 0.3022416774155958
Target ID: ENSG00000197386 	 Disease ID: Orphanet_156215 	 Association_score Overall: 0.3022416774155958
Target ID: ENSG00000197386 	 Disease ID: Orphanet_156212 	 Association_score Overall: 0.3022416774155958
Target ID: ENSG00000197386 	 Disease ID: Orphanet_140997 	 Association_score Overall: 0.3022416774155958
Target ID: ENSG00000197386 	 Disease ID: Orphanet_183770 	 Association_score Overall: 0.3012154888888889
Target ID: ENSG00000197386 	 Disease ID: Orphanet_101997 	 Association_score Overall: 0.3012154888888889
Target ID: ENSG00000197386 	 Disease ID: MONDO_0009453 	 Association_score Overall: 0.3012154888888889
Target ID: ENSG00000197386 	 Disease ID: MONDO_0003778 	 Association_score Overall: 0.3012154888888889
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98691 	 Association_score Overall: 0.3011446331632654
Target ID: ENSG00000197386 	 Disease ID: Orphanet_79161 	 Association_score Overall: 0.3007935002267574
Target ID: ENSG00000197386 	 Disease ID: MONDO_0037792 	 Association_score Overall: 0.3007935002267574
Target ID: ENSG00000197386 	 Disease ID: Orphanet_103 	 Association_score Overall: 0.3004650780045352
Target ID: ENSG00000197386 	 Disease ID: EFO_0003777 	 Association_score Overall: 0.29968580722474175
Target ID: ENSG00000197386 	 Disease ID: EFO_0010284 	 Association_score Overall: 0.29947708333333334
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98054 	 Association_score Overall: 0.29868248239480977
Target ID: ENSG00000197386 	 Disease ID: Orphanet_268994 	 Association_score Overall: 0.29827777777777775
Target ID: ENSG00000197386 	 Disease ID: Orphanet_181437 	 Association_score Overall: 0.29827777777777775
Target ID: ENSG00000197386 	 Disease ID: Orphanet_101953 	 Association_score Overall: 0.29827777777777775
Target ID: ENSG00000197386 	 Disease ID: Orphanet_139027 	 Association_score Overall: 0.29820040430839007
Target ID: ENSG00000197386 	 Disease ID: Orphanet_183628 	 Association_score Overall: 0.2981526888888889
Target ID: ENSG00000197386 	 Disease ID: EFO_0005769 	 Association_score Overall: 0.2976908722222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_68373 	 Association_score Overall: 0.2975457111111111
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98056 	 Association_score Overall: 0.29742430555555555
Target ID: ENSG00000197386 	 Disease ID: Orphanet_791 	 Association_score Overall: 0.2971830555555556
Target ID: ENSG00000197386 	 Disease ID: Orphanet_166 	 Association_score Overall: 0.2971635111111111
Target ID: ENSG00000197386 	 Disease ID: Orphanet_2512 	 Association_score Overall: 0.29712168888888885
Target ID: ENSG00000197386 	 Disease ID: Orphanet_182073 	 Association_score Overall: 0.2970431333333333
Target ID: ENSG00000197386 	 Disease ID: EFO_0003847 	 Association_score Overall: 0.2959722222222222
Target ID: ENSG00000197386 	 Disease ID: MONDO_0018609 	 Association_score Overall: 0.29545171666666675
Target ID: ENSG00000197386 	 Disease ID: EFO_0004312 	 Association_score Overall: 0.2946907542645931
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98661 	 Association_score Overall: 0.2944830555555556
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98695 	 Association_score Overall: 0.29378227825648784
Target ID: ENSG00000197386 	 Disease ID: MONDO_0043878 	 Association_score Overall: 0.2937527055555556
Target ID: ENSG00000197386 	 Disease ID: MONDO_0003608 	 Association_score Overall: 0.2937527055555556
Target ID: ENSG00000197386 	 Disease ID: MONDO_0002135 	 Association_score Overall: 0.2937527055555556
Target ID: ENSG00000197386 	 Disease ID: MONDO_0001084 	 Association_score Overall: 0.2937527055555556
Target ID: ENSG00000197386 	 Disease ID: EFO_0004720 	 Association_score Overall: 0.2936697596812799
Target ID: ENSG00000197386 	 Disease ID: EFO_0009674 	 Association_score Overall: 0.2935041166666667
Target ID: ENSG00000197386 	 Disease ID: EFO_0001059 	 Association_score Overall: 0.2935041166666667
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98641 	 Association_score Overall: 0.2927541166666667
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98640 	 Association_score Overall: 0.2927541166666667
Target ID: ENSG00000197386 	 Disease ID: Orphanet_183607 	 Association_score Overall: 0.2927541166666667
Target ID: ENSG00000197386 	 Disease ID: EFO_1001010 	 Association_score Overall: 0.2927222222222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98203 	 Association_score Overall: 0.2919594555555556
Target ID: ENSG00000197386 	 Disease ID: Orphanet_391711 	 Association_score Overall: 0.2919594555555556
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98713 	 Association_score Overall: 0.2916373722222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_1980 	 Association_score Overall: 0.2915908722222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_140450 	 Association_score Overall: 0.2910371222222222
Target ID: ENSG00000197386 	 Disease ID: MONDO_0000413 	 Association_score Overall: 0.2908034222222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_156601 	 Association_score Overall: 0.29048931666666666
Target ID: ENSG00000197386 	 Disease ID: Orphanet_101940 	 Association_score Overall: 0.29048931666666666
Target ID: ENSG00000197386 	 Disease ID: Orphanet_183490 	 Association_score Overall: 0.2898162333333334
Target ID: ENSG00000197386 	 Disease ID: MONDO_0000591 	 Association_score Overall: 0.2894443111111111
Target ID: ENSG00000197386 	 Disease ID: EFO_0000318 	 Association_score Overall: 0.2894443111111111
Target ID: ENSG00000197386 	 Disease ID: EFO_0002945 	 Association_score Overall: 0.28927764444444437
Target ID: ENSG00000197386 	 Disease ID: MONDO_0000732 	 Association_score Overall: 0.2892669222222223
Target ID: ENSG00000197386 	 Disease ID: Orphanet_166311 	 Association_score Overall: 0.28890712777777783
Target ID: ENSG00000197386 	 Disease ID: Orphanet_99739 	 Association_score Overall: 0.2886276444444444
Target ID: ENSG00000197386 	 Disease ID: MONDO_0024573 	 Association_score Overall: 0.2886276444444444
Target ID: ENSG00000197386 	 Disease ID: EFO_0000538 	 Association_score Overall: 0.2886276444444444
Target ID: ENSG00000197386 	 Disease ID: Orphanet_280270 	 Association_score Overall: 0.28847323333333336
Target ID: ENSG00000197386 	 Disease ID: OTAR_0000017 	 Association_score Overall: 0.2875622364523145
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98473 	 Association_score Overall: 0.28708611111111104
Target ID: ENSG00000197386 	 Disease ID: EFO_0001069 	 Association_score Overall: 0.2869834722222222
Target ID: ENSG00000197386 	 Disease ID: EFO_0009663 	 Association_score Overall: 0.2867793530929846
Target ID: ENSG00000197386 	 Disease ID: EFO_0000512 	 Association_score Overall: 0.28674410668068057
Target ID: ENSG00000197386 	 Disease ID: Orphanet_352306 	 Association_score Overall: 0.28673347222222223
Target ID: ENSG00000197386 	 Disease ID: Orphanet_352301 	 Association_score Overall: 0.28673347222222223
Target ID: ENSG00000197386 	 Disease ID: EFO_0008002 	 Association_score Overall: 0.28596094250679016
Target ID: ENSG00000197386 	 Disease ID: Orphanet_183422 	 Association_score Overall: 0.28527083333333336
Target ID: ENSG00000197386 	 Disease ID: Orphanet_140162 	 Association_score Overall: 0.28527083333333336
Target ID: ENSG00000197386 	 Disease ID: EFO_0008499 	 Association_score Overall: 0.2850708333333334
Target ID: ENSG00000197386 	 Disease ID: Orphanet_225703 	 Association_score Overall: 0.28501487777777784
Target ID: ENSG00000197386 	 Disease ID: Orphanet_101957 	 Association_score Overall: 0.28498500000000004
Target ID: ENSG00000197386 	 Disease ID: MONDO_0015889 	 Association_score Overall: 0.28498500000000004
Target ID: ENSG00000197386 	 Disease ID: MONDO_0019590 	 Association_score Overall: 0.28489833333333336
Target ID: ENSG00000197386 	 Disease ID: MONDO_0015514 	 Association_score Overall: 0.28489833333333336
Target ID: ENSG00000197386 	 Disease ID: Orphanet_179006 	 Association_score Overall: 0.28479222222222217
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98523 	 Association_score Overall: 0.28429166666666666
Target ID: ENSG00000197386 	 Disease ID: Orphanet_401854 	 Association_score Overall: 0.2841734722222222
Target ID: ENSG00000197386 	 Disease ID: MONDO_0056803 	 Association_score Overall: 0.2841734722222222
Target ID: ENSG00000197386 	 Disease ID: MONDO_0037858 	 Association_score Overall: 0.2841734722222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_271870 	 Association_score Overall: 0.2838905555555556
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98678 	 Association_score Overall: 0.28384555555555563
Target ID: ENSG00000197386 	 Disease ID: MONDO_0024298 	 Association_score Overall: 0.2836334722222222
Target ID: ENSG00000197386 	 Disease ID: EFO_1001067 	 Association_score Overall: 0.2836334722222222
Target ID: ENSG00000197386 	 Disease ID: EFO_0005596 	 Association_score Overall: 0.2836334722222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_87884 	 Association_score Overall: 0.2835718222222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_2754 	 Association_score Overall: 0.2835718222222222
Target ID: ENSG00000197386 	 Disease ID: MONDO_0013824 	 Association_score Overall: 0.2835718222222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98486 	 Association_score Overall: 0.2833389777777778
Target ID: ENSG00000197386 	 Disease ID: Orphanet_206966 	 Association_score Overall: 0.2833389777777778
Target ID: ENSG00000197386 	 Disease ID: Orphanet_206953 	 Association_score Overall: 0.2833389777777778
Target ID: ENSG00000197386 	 Disease ID: MONDO_0002921 	 Association_score Overall: 0.2833389777777778
Target ID: ENSG00000197386 	 Disease ID: MONDO_0100146 	 Association_score Overall: 0.2832534722222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_330197 	 Association_score Overall: 0.28310763888888885
Target ID: ENSG00000197386 	 Disease ID: MONDO_0043007 	 Association_score Overall: 0.28310763888888885
Target ID: ENSG00000197386 	 Disease ID: Orphanet_183557 	 Association_score Overall: 0.2829090277777779
Target ID: ENSG00000197386 	 Disease ID: Orphanet_108987 	 Association_score Overall: 0.2829090277777779
Target ID: ENSG00000197386 	 Disease ID: Orphanet_79204 	 Association_score Overall: 0.2828084722222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_68366 	 Association_score Overall: 0.2828084722222222
Target ID: ENSG00000197386 	 Disease ID: MONDO_0016397 	 Association_score Overall: 0.2828084722222222
Target ID: ENSG00000197386 	 Disease ID: MONDO_0002259 	 Association_score Overall: 0.28259361111111114
Target ID: ENSG00000197386 	 Disease ID: Orphanet_93449 	 Association_score Overall: 0.28253125
Target ID: ENSG00000197386 	 Disease ID: Orphanet_2770 	 Association_score Overall: 0.28253125
Target ID: ENSG00000197386 	 Disease ID: Orphanet_269528 	 Association_score Overall: 0.28215625
Target ID: ENSG00000197386 	 Disease ID: Orphanet_306708 	 Association_score Overall: 0.2821006944444444
Target ID: ENSG00000197386 	 Disease ID: Orphanet_363245 	 Association_score Overall: 0.2820458333333334
Target ID: ENSG00000197386 	 Disease ID: Orphanet_191 	 Association_score Overall: 0.2820458333333334
Target ID: ENSG00000197386 	 Disease ID: MONDO_0015333 	 Association_score Overall: 0.2820458333333334
Target ID: ENSG00000197386 	 Disease ID: Orphanet_137 	 Association_score Overall: 0.2820109722222222
Target ID: ENSG00000197386 	 Disease ID: MONDO_0024322 	 Association_score Overall: 0.2820109722222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_308448 	 Association_score Overall: 0.2819721055555556
Target ID: ENSG00000197386 	 Disease ID: Orphanet_36387 	 Association_score Overall: 0.2817583939812993
Target ID: ENSG00000197386 	 Disease ID: Orphanet_93593 	 Association_score Overall: 0.2815079166666667
Target ID: ENSG00000197386 	 Disease ID: Orphanet_139589 	 Association_score Overall: 0.28093486111111116
Target ID: ENSG00000197386 	 Disease ID: Orphanet_109007 	 Association_score Overall: 0.2798579166666667
Target ID: ENSG00000197386 	 Disease ID: Orphanet_254776 	 Association_score Overall: 0.27970212222222224
Target ID: ENSG00000197386 	 Disease ID: Orphanet_254758 	 Association_score Overall: 0.27970212222222224
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98555 	 Association_score Overall: 0.27945902777777787
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98554 	 Association_score Overall: 0.27945902777777787
Target ID: ENSG00000197386 	 Disease ID: Orphanet_202948 	 Association_score Overall: 0.27945902777777787
Target ID: ENSG00000197386 	 Disease ID: MONDO_0020147 	 Association_score Overall: 0.27945902777777787
Target ID: ENSG00000197386 	 Disease ID: EFO_0005569 	 Association_score Overall: 0.27945902777777787
Target ID: ENSG00000197386 	 Disease ID: MONDO_0100062 	 Association_score Overall: 0.27878125000000004
Target ID: ENSG00000197386 	 Disease ID: Orphanet_35981 	 Association_score Overall: 0.2757534722222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_268940 	 Association_score Overall: 0.2757534722222222
Target ID: ENSG00000197386 	 Disease ID: MONDO_0016399 	 Association_score Overall: 0.2755222222222223
Target ID: ENSG00000197386 	 Disease ID: Orphanet_385 	 Association_score Overall: 0.27492000000000005
Target ID: ENSG00000197386 	 Disease ID: MONDO_0002283 	 Association_score Overall: 0.27492000000000005
Target ID: ENSG00000197386 	 Disease ID: MONDO_0002279 	 Association_score Overall: 0.27492000000000005
Target ID: ENSG00000197386 	 Disease ID: MONDO_0021094 	 Association_score Overall: 0.2734822222222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_101988 	 Association_score Overall: 0.27330666666666664
Target ID: ENSG00000197386 	 Disease ID: Orphanet_972 	 Association_score Overall: 0.2722222222222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_83629 	 Association_score Overall: 0.2722222222222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_79196 	 Association_score Overall: 0.2722222222222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_599 	 Association_score Overall: 0.2722222222222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_397744 	 Association_score Overall: 0.2722222222222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_37612 	 Association_score Overall: 0.2722222222222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_33573 	 Association_score Overall: 0.2722222222222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_253 	 Association_score Overall: 0.2722222222222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_211062 	 Association_score Overall: 0.2722222222222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_206650 	 Association_score Overall: 0.2722222222222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_1945 	 Association_score Overall: 0.2722222222222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_1766 	 Association_score Overall: 0.2722222222222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_168448 	 Association_score Overall: 0.2722222222222222
Target ID: ENSG00000197386 	 Disease ID: MONDO_0017114 	 Association_score Overall: 0.2722222222222222
Target ID: ENSG00000197386 	 Disease ID: MONDO_0008939 	 Association_score Overall: 0.2722222222222222
Target ID: ENSG00000197386 	 Disease ID: EFO_0005571 	 Association_score Overall: 0.2722222222222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_183660 	 Association_score Overall: 0.2717822222222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_101972 	 Association_score Overall: 0.2717822222222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_685 	 Association_score Overall: 0.2717419444444445
Target ID: ENSG00000197386 	 Disease ID: EFO_0009679 	 Association_score Overall: 0.2717419444444445
Target ID: ENSG00000197386 	 Disease ID: Orphanet_79387 	 Association_score Overall: 0.27158444444444446
Target ID: ENSG00000197386 	 Disease ID: MONDO_0032938 	 Association_score Overall: 0.2715577777777778
Target ID: ENSG00000197386 	 Disease ID: Orphanet_69739 	 Association_score Overall: 0.27148263888888885
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98643 	 Association_score Overall: 0.2713305555555556
Target ID: ENSG00000197386 	 Disease ID: Orphanet_68335 	 Association_score Overall: 0.27126055555555556
Target ID: ENSG00000197386 	 Disease ID: Orphanet_309136 	 Association_score Overall: 0.2712466666666667
Target ID: ENSG00000197386 	 Disease ID: Orphanet_289573 	 Association_score Overall: 0.2712466666666667
Target ID: ENSG00000197386 	 Disease ID: MONDO_0002319 	 Association_score Overall: 0.2712466666666667
Target ID: ENSG00000197386 	 Disease ID: Orphanet_371071 	 Association_score Overall: 0.2707222222222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_371047 	 Association_score Overall: 0.2707222222222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_183447 	 Association_score Overall: 0.2703422222222222
Target ID: ENSG00000197386 	 Disease ID: MONDO_0024481 	 Association_score Overall: 0.2703422222222222
Target ID: ENSG00000197386 	 Disease ID: MONDO_0019277 	 Association_score Overall: 0.2703422222222222
Target ID: ENSG00000197386 	 Disease ID: MONDO_0016404 	 Association_score Overall: 0.2701044444444444
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98759 	 Association_score Overall: 0.27009611111111115
Target ID: ENSG00000197386 	 Disease ID: Orphanet_2824 	 Association_score Overall: 0.26928222222222226
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98890 	 Association_score Overall: 0.2692005555555556
Target ID: ENSG00000197386 	 Disease ID: Orphanet_93952 	 Association_score Overall: 0.2691672222222222
Target ID: ENSG00000197386 	 Disease ID: MONDO_0044326 	 Association_score Overall: 0.2691672222222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_313808 	 Association_score Overall: 0.26878444444444444
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98712 	 Association_score Overall: 0.2687305555555556
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98650 	 Association_score Overall: 0.2687305555555556
Target ID: ENSG00000197386 	 Disease ID: Orphanet_912 	 Association_score Overall: 0.2687305555555556
Target ID: ENSG00000197386 	 Disease ID: Orphanet_79189 	 Association_score Overall: 0.2687305555555556
Target ID: ENSG00000197386 	 Disease ID: MONDO_0016398 	 Association_score Overall: 0.2687305555555556
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98683 	 Association_score Overall: 0.2670597222222223
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98681 	 Association_score Overall: 0.2670597222222223
Target ID: ENSG00000197386 	 Disease ID: Orphanet_99854 	 Association_score Overall: 0.26669722222222225
Target ID: ENSG00000197386 	 Disease ID: Orphanet_99853 	 Association_score Overall: 0.26669722222222225
Target ID: ENSG00000197386 	 Disease ID: Orphanet_157719 	 Association_score Overall: 0.26669722222222225
Target ID: ENSG00000197386 	 Disease ID: Orphanet_157716 	 Association_score Overall: 0.26669722222222225
Target ID: ENSG00000197386 	 Disease ID: Orphanet_157713 	 Association_score Overall: 0.26669722222222225
Target ID: ENSG00000197386 	 Disease ID: MONDO_0021106 	 Association_score Overall: 0.26638055555555556
Target ID: ENSG00000197386 	 Disease ID: Orphanet_140456 	 Association_score Overall: 0.2662855555555556
Target ID: ENSG00000197386 	 Disease ID: MONDO_0018775 	 Association_score Overall: 0.2662855555555556
Target ID: ENSG00000197386 	 Disease ID: MONDO_0002316 	 Association_score Overall: 0.2662855555555556
Target ID: ENSG00000197386 	 Disease ID: Orphanet_137898 	 Association_score Overall: 0.26558
Target ID: ENSG00000197386 	 Disease ID: Orphanet_3451 	 Association_score Overall: 0.2654622222222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_316226 	 Association_score Overall: 0.2654622222222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_254830 	 Association_score Overall: 0.26501444444444444
Target ID: ENSG00000197386 	 Disease ID: Orphanet_254827 	 Association_score Overall: 0.26501444444444444
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98687 	 Association_score Overall: 0.2637097222222223
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98685 	 Association_score Overall: 0.2637097222222223
Target ID: ENSG00000197386 	 Disease ID: Orphanet_506 	 Association_score Overall: 0.2637097222222223
Target ID: ENSG00000197386 	 Disease ID: MONDO_0003546 	 Association_score Overall: 0.2637097222222223
Target ID: ENSG00000197386 	 Disease ID: EFO_0009489 	 Association_score Overall: 0.2637097222222223
Target ID: ENSG00000197386 	 Disease ID: Orphanet_217607 	 Association_score Overall: 0.2630177777777778
Target ID: ENSG00000197386 	 Disease ID: EFO_0000407 	 Association_score Overall: 0.2630177777777778
Target ID: ENSG00000197386 	 Disease ID: Orphanet_1578 	 Association_score Overall: 0.26206833333333335
Target ID: ENSG00000197386 	 Disease ID: Orphanet_2815 	 Association_score Overall: 0.2610883333333333
Target ID: ENSG00000197386 	 Disease ID: Orphanet_217613 	 Association_score Overall: 0.2604177777777778
Target ID: ENSG00000197386 	 Disease ID: Orphanet_217587 	 Association_score Overall: 0.2604177777777778
Target ID: ENSG00000197386 	 Disease ID: HP_0001250 	 Association_score Overall: 0.25890694444444445
Target ID: ENSG00000197386 	 Disease ID: Orphanet_156532 	 Association_score Overall: 0.2587172222222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_79194 	 Association_score Overall: 0.2584734362244898
Target ID: ENSG00000197386 	 Disease ID: Orphanet_35705 	 Association_score Overall: 0.2584734362244898
Target ID: ENSG00000197386 	 Disease ID: MONDO_0000421 	 Association_score Overall: 0.2584734362244898
Target ID: ENSG00000197386 	 Disease ID: Orphanet_352456 	 Association_score Overall: 0.2576822222222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_2952 	 Association_score Overall: 0.25714166666666666
Target ID: ENSG00000197386 	 Disease ID: Orphanet_1037 	 Association_score Overall: 0.25714166666666666
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98672 	 Association_score Overall: 0.25651500000000005
Target ID: ENSG00000197386 	 Disease ID: Orphanet_67036 	 Association_score Overall: 0.25651500000000005
Target ID: ENSG00000197386 	 Disease ID: Orphanet_254822 	 Association_score Overall: 0.25651500000000005
Target ID: ENSG00000197386 	 Disease ID: Orphanet_137754 	 Association_score Overall: 0.25645944444444446
Target ID: ENSG00000197386 	 Disease ID: EFO_1001981 	 Association_score Overall: 0.25645944444444446
Target ID: ENSG00000197386 	 Disease ID: Orphanet_64280 	 Association_score Overall: 0.25630694444444446
Target ID: ENSG00000197386 	 Disease ID: HP_0002373 	 Association_score Overall: 0.25630694444444446
Target ID: ENSG00000197386 	 Disease ID: EFO_0009555 	 Association_score Overall: 0.2552767870272064
Target ID: ENSG00000197386 	 Disease ID: EFO_0004248 	 Association_score Overall: 0.2552622175307688
Target ID: ENSG00000197386 	 Disease ID: EFO_0000545 	 Association_score Overall: 0.2552622175307688
Target ID: ENSG00000197386 	 Disease ID: Orphanet_70 	 Association_score Overall: 0.2540922222222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_276435 	 Association_score Overall: 0.2540922222222222
Target ID: ENSG00000197386 	 Disease ID: Orphanet_211037 	 Association_score Overall: 0.2540922222222222
Target ID: ENSG00000197386 	 Disease ID: EFO_0000763 	 Association_score Overall: 0.2539225090702948
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98560 	 Association_score Overall: 0.25328500000000004
Target ID: ENSG00000197386 	 Disease ID: Orphanet_183598 	 Association_score Overall: 0.25328500000000004
Target ID: ENSG00000197386 	 Disease ID: EFO_0009547 	 Association_score Overall: 0.25328500000000004
Target ID: ENSG00000197386 	 Disease ID: EFO_0009546 	 Association_score Overall: 0.25328500000000004
Target ID: ENSG00000197386 	 Disease ID: Orphanet_79175 	 Association_score Overall: 0.2525294444444444
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98578 	 Association_score Overall: 0.252435
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98577 	 Association_score Overall: 0.252435
Target ID: ENSG00000197386 	 Disease ID: MONDO_0020169 	 Association_score Overall: 0.252435
Target ID: ENSG00000197386 	 Disease ID: EFO_0007309 	 Association_score Overall: 0.2522
Target ID: ENSG00000197386 	 Disease ID: Orphanet_399983 	 Association_score Overall: 0.2521139392598944
Target ID: ENSG00000197386 	 Disease ID: Orphanet_399980 	 Association_score Overall: 0.2521139392598944
Target ID: ENSG00000197386 	 Disease ID: Orphanet_275742 	 Association_score Overall: 0.2521139392598944
Target ID: ENSG00000197386 	 Disease ID: MONDO_0018386 	 Association_score Overall: 0.2521139392598944
Target ID: ENSG00000197386 	 Disease ID: EFO_0009549 	 Association_score Overall: 0.2515213888888889
Target ID: ENSG00000197386 	 Disease ID: EFO_0004264 	 Association_score Overall: 0.25136277777777777
Target ID: ENSG00000197386 	 Disease ID: MONDO_0000066 	 Association_score Overall: 0.25128500000000004
Target ID: ENSG00000197386 	 Disease ID: Orphanet_95488 	 Association_score Overall: 0.25087000000000004
Target ID: ENSG00000197386 	 Disease ID: Orphanet_202940 	 Association_score Overall: 0.25087000000000004
